id,mls_number,status,standard_status,property_class,transaction_type,list_price,sold_price,original_price,list_date,sold_date,last_status,street_number,street_name,street_suffix,unit_number,city,state,zip,country,neighborhood,lat,lng,bed,bath,sqft,year_built,style,property_type,description,images,agent_name,agent_email,brokerage,created_at,updated_at
1,MFRTB8303016,A,Active,CondoProperty,Sale,232000,,240000,2/1/2026 0:00,,New,5802,CHEYENNE,STREET,,ZEPHYRHILLS,FL,33542,US,BETMAR VILLAGE,28.241752,-82.206128,2,2,1540,1988,Manufactured Home - Post 1977,Residential,"**** SAMPLE DATA **** Pricing update. Welcome to Betmar Acres active 55+ GOLF community where you OWN the land for a low annual fee of $423. This beautiful 2BR/2BA home situated on a corner lot, boasts 1540 sq. ft. of heated and cooled space. The eye-catching curb appeal beckons you to come inside and see why this home should be yours. As you enter the home through the living room, you’ll see the stunning luxury vinyl plank flooring which was installed in 2018 and is carried throughout the home. Open to the dining area with a lovely built-in China cabinet and ease of access to the eat-in kitchen. With solid wood cabinets, granite counter tops and newer Whirlpool appliances, this kitchen would please any chef. As you make your way to the Owner’s retreat, you’ll pass through a wide hallway which doubles as an office/workspace area. At the end of the hall, you’ll find the spacious Owner’s retreat with ceiling fan, two walk in closets and ensuite primary bathroom. The room is large enough for a king size bed and all the furniture that goes with it. The ensuite bathroom has step-in shower, updated vanity with granite countertop, linen storage and a make-up vanity where you can sit and finish your morning coffee while you get ready for the day.  The guest bedroom is spacious enough for a queen size bed and has a walk-in closet and ceiling fan. The guest bathroom is conveniently located across the hall and has step-in shower and vanity with granite countertop, both added in 2019. The laundry in this home is conveniently located inside the home and has cupboards above the appliances to accommodate all of your wash-day needs. From the laundry room, you access the Florida room. A mini-split heating/cooling unit was added here in 2020 to make this a 4-season room and what a great extra space to relax and entertain family and friends or give the grandkids a little extra space when they come to visit. Just off of the Florida room, you’ll find a workshop/storage area and with an auto roll up door in the rear, you can drive your golf cart right in and out of the weather. Several updates were mentioned above but did not include the following: metal roof in 2018 over main home, TPO (membrane) roof over Florida room 2023, new insulated roof over carport and front lanai 2019, double-pane windows 2018, most lighting fixtures updated in 2018, hot water tank 2019, exterior paint 2018, painted driveway 2022, HVAC with all new duct work 2018 and 5 new tie downs added under home for added safety. And don’t forget the 27-holes of golf, shuffleboard, 2 heated pools and spas, mini golf, billiards, NEW library, and so much more. This home is MOVE IN READY! Schedule your appointment today, and don’t let this one get away. **** SAMPLE DATA ****","[""sample/IMG-MFRTB8303016_0.jpg"",""sample/IMG-MFRTB8303016_1.jpg"",""sample/IMG-MFRTB8303016_2.jpg"",""sample/IMG-MFRTB8303016_3.jpg"",""sample/IMG-MFRTB8303016_4.jpg"",""sample/IMG-MFRTB8303016_5.jpg"",""sample/IMG-MFRTB8303016_6.jpg"",""sample/IMG-MFRTB8303016_7.jpg"",""sample/IMG-MFRTB8303016_8.jpg"",""sample/IMG-MFRTB8303016_9.jpg"",""sample/IMG-MFRTB8303016_10.jpg"",""sample/IMG-MFRTB8303016_11.jpg"",""sample/IMG-MFRTB8303016_12.jpg"",""sample/IMG-MFRTB8303016_13.jpg"",""sample/IMG-MFRTB8303016_14.jpg"",""sample/IMG-MFRTB8303016_15.jpg"",""sample/IMG-MFRTB8303016_16.jpg"",""sample/IMG-MFRTB8303016_17.jpg"",""sample/IMG-MFRTB8303016_18.jpg"",""sample/IMG-MFRTB8303016_19.jpg"",""sample/IMG-MFRTB8303016_20.jpg"",""sample/IMG-MFRTB8303016_21.jpg"",""sample/IMG-MFRTB8303016_22.jpg"",""sample/IMG-MFRTB8303016_23.jpg"",""sample/IMG-MFRTB8303016_24.jpg"",""sample/IMG-MFRTB8303016_25.jpg"",""sample/IMG-MFRTB8303016_26.jpg"",""sample/IMG-MFRTB8303016_27.jpg"",""sample/IMG-MFRTB8303016_28.jpg"",""sample/IMG-MFRTB8303016_29.jpg"",""sample/IMG-MFRTB8303016_30.jpg"",""sample/IMG-MFRTB8303016_31.jpg"",""sample/IMG-MFRTB8303016_32.jpg"",""sample/IMG-MFRTB8303016_33.jpg"",""sample/IMG-MFRTB8303016_34.jpg"",""sample/IMG-MFRTB8303016_35.jpg"",""sample/IMG-MFRTB8303016_36.jpg"",""sample/IMG-MFRTB8303016_37.jpg"",""sample/IMG-MFRTB8303016_38.jpg"",""sample/IMG-MFRTB8303016_39.jpg"",""sample/IMG-MFRTB8303016_40.jpg"",""sample/IMG-MFRTB8303016_41.jpg"",""sample/IMG-MFRTB8303016_42.jpg"",""sample/IMG-MFRTB8303016_43.jpg"",""sample/IMG-MFRTB8303016_44.jpg"",""sample/IMG-MFRTB8303016_45.jpg"",""sample/IMG-MFRTB8303016_46.jpg"",""sample/IMG-MFRTB8303016_47.jpg"",""sample/IMG-MFRTB8303016_48.jpg"",""sample/IMG-MFRTB8303016_49.jpg"",""sample/IMG-MFRTB8303016_50.jpg"",""sample/IMG-MFRTB8303016_51.jpg"",""sample/IMG-MFRTB8303016_52.jpg"",""sample/IMG-MFRTB8303016_53.jpg"",""sample/IMG-MFRTB8303016_54.jpg"",""sample/IMG-MFRTB8303016_55.jpg"",""sample/IMG-MFRTB8303016_56.jpg"",""sample/IMG-MFRTB8303016_57.jpg"",""sample/IMG-MFRTB8303016_58.jpg"",""sample/IMG-MFRTB8303016_59.jpg"",""sample/IMG-MFRTB8303016_60.jpg""]",Troy Duprey,REDACTED,KELLER WILLIAMS RLTY NEW TAMPA,47:52.3,58:55.3
2,RTC2763724,A,Active,CondoProperty,Sale,380000,,391000,2/1/2026 0:00,,New,2166,Bandera Dr,,,Clarksville,TN,37042,US,West Creek Farms,36.6055733,-87.3819744,4,3,2567,2017,Single Family Residence,Residential,"**** SAMPLE DATA **** Welcome to your new home in West Creek Farms!! This beautiful home invites you to a gourmet kitchen, with a large island, double ovens, and lots of cabinet space. Granite countertops in kitchen with upgraded linear tile backsplash. 20-foot soaring coffered ceilings with a catwalk loft overlooking the living room. Formal dining room with coffered ceilings.  One bedroom and full bath downstairs. Three bedrooms and two full baths upstairs. Large laundry room. The extra-large primary bedroom offers two large walk-in closets, two separate vanities in the primary bath, and a separate tiled tub and shower. Fenced-in backyard. NEW CARPET INSTALLED IN LIVING ROOM AND DOWNSTAIRS BEDROOM - JANUARY 2025. **** SAMPLE DATA ****","[""sample/IMG-RTC2763724_0.jpg"",""sample/IMG-RTC2763724_1.jpg"",""sample/IMG-RTC2763724_2.jpg"",""sample/IMG-RTC2763724_3.jpg"",""sample/IMG-RTC2763724_4.jpg"",""sample/IMG-RTC2763724_5.jpg"",""sample/IMG-RTC2763724_6.jpg"",""sample/IMG-RTC2763724_7.jpg"",""sample/IMG-RTC2763724_8.jpg"",""sample/IMG-RTC2763724_9.jpg"",""sample/IMG-RTC2763724_10.jpg"",""sample/IMG-RTC2763724_11.jpg"",""sample/IMG-RTC2763724_12.jpg"",""sample/IMG-RTC2763724_13.jpg"",""sample/IMG-RTC2763724_14.jpg"",""sample/IMG-RTC2763724_15.jpg"",""sample/IMG-RTC2763724_16.jpg"",""sample/IMG-RTC2763724_17.jpg"",""sample/IMG-RTC2763724_18.jpg"",""sample/IMG-RTC2763724_19.jpg"",""sample/IMG-RTC2763724_20.jpg"",""sample/IMG-RTC2763724_21.jpg"",""sample/IMG-RTC2763724_22.jpg"",""sample/IMG-RTC2763724_23.jpg"",""sample/IMG-RTC2763724_24.jpg"",""sample/IMG-RTC2763724_25.jpg"",""sample/IMG-RTC2763724_26.jpg"",""sample/IMG-RTC2763724_27.jpg"",""sample/IMG-RTC2763724_28.jpg"",""sample/IMG-RTC2763724_29.jpg"",""sample/IMG-RTC2763724_30.jpg"",""sample/IMG-RTC2763724_31.jpg"",""sample/IMG-RTC2763724_32.jpg"",""sample/IMG-RTC2763724_33.jpg"",""sample/IMG-RTC2763724_34.jpg"",""sample/IMG-RTC2763724_35.jpg"",""sample/IMG-RTC2763724_36.jpg"",""sample/IMG-RTC2763724_37.jpg"",""sample/IMG-RTC2763724_38.jpg"",""sample/IMG-RTC2763724_39.jpg"",""sample/IMG-RTC2763724_40.jpg"",""sample/IMG-RTC2763724_41.jpg"",""sample/IMG-RTC2763724_42.jpg"",""sample/IMG-RTC2763724_43.jpg"",""sample/IMG-RTC2763724_44.jpg"",""sample/IMG-RTC2763724_45.jpg"",""sample/IMG-RTC2763724_46.jpg"",""sample/IMG-RTC2763724_47.jpg"",""sample/IMG-RTC2763724_48.jpg""]",SimranBhojwani,REDACTED,Keller Williams Realty,47:52.3,58:55.3
3,MFRO6279160,A,Active,CondoProperty,Sale,347500,,347500,2/1/2026 0:00,,New,4816,CLIVEDEN LOOP,,,SANFORD,FL,32773,US,WINDSOR SQUARE,28.739587,-81.291824,3,3,1636,2019,Townhouse,Residential,"**** SAMPLE DATA **** Expect to be wowed with this charming 3 bedroom 2 ½ bathroom townhome in Windsor Square on premium lot.  This open floor plan has designer touches throughout.  Starting with an adorable kitchen that includes: granite counter tops, 42 in cabinets, an island with custom pendant lighting and barstool seating. The master retreat located upstairs has a fabulous walk-in closet and ensuite bath.  On the opposite side of the stairs there are two additional bedrooms and a full bath.  The main living space downstairs has a custom 1/2 bath, large open living room with high ceiling, a dining room and kitchen that all have views of the back open space. The outside patio off the kitchen is perfect for decompressing after a long day with no rear neighbors.  A simply stunning home waiting to be yours; located minutes from the quaint Sanford downtown and 30 – 45 minutes from Orlando. This home is a must see and won’t last long, make your appointment today. **** SAMPLE DATA ****","[""sample/IMG-MFRO6279160_0.jpg"",""sample/IMG-MFRO6279160_1.jpg"",""sample/IMG-MFRO6279160_2.jpg"",""sample/IMG-MFRO6279160_3.jpg"",""sample/IMG-MFRO6279160_4.jpg"",""sample/IMG-MFRO6279160_5.jpg"",""sample/IMG-MFRO6279160_6.jpg"",""sample/IMG-MFRO6279160_7.jpg"",""sample/IMG-MFRO6279160_8.jpg"",""sample/IMG-MFRO6279160_9.jpg"",""sample/IMG-MFRO6279160_10.jpg"",""sample/IMG-MFRO6279160_11.jpg"",""sample/IMG-MFRO6279160_12.jpg"",""sample/IMG-MFRO6279160_13.jpg"",""sample/IMG-MFRO6279160_14.jpg"",""sample/IMG-MFRO6279160_15.jpg"",""sample/IMG-MFRO6279160_16.jpg"",""sample/IMG-MFRO6279160_17.jpg"",""sample/IMG-MFRO6279160_18.jpg"",""sample/IMG-MFRO6279160_19.jpg"",""sample/IMG-MFRO6279160_20.jpg"",""sample/IMG-MFRO6279160_21.jpg"",""sample/IMG-MFRO6279160_22.jpg"",""sample/IMG-MFRO6279160_23.jpg"",""sample/IMG-MFRO6279160_24.jpg"",""sample/IMG-MFRO6279160_25.jpg"",""sample/IMG-MFRO6279160_26.jpg"",""sample/IMG-MFRO6279160_27.jpg"",""sample/IMG-MFRO6279160_28.jpg"",""sample/IMG-MFRO6279160_29.jpg"",""sample/IMG-MFRO6279160_30.jpg"",""sample/IMG-MFRO6279160_31.jpg""]",Andrea Rickheim,REDACTED,"DOVER INTERNATIONAL CO., INC.",47:52.3,58:55.3
4,CAR4220410,A,Active,CondoProperty,Sale,405000,,405000,2/1/2026 0:00,,New,3509,Glenview,Avenue,,Kannapolis,NC,28081,,Kellswater Bridge,35.468662,-80.659613,3,2,1620,2020,Single Family Residence,Residential,"**** SAMPLE DATA **** Seller may consider buyer concessions if made in an offer. Welcome to this fabulous area!  Discover a bright interior tied together with a neutral color palette. You'll love cooking in this kitchen, complete with a spacious center island and a sleek backsplash. Relax in your primary suite with a walk-in closet included.  Take advantage of the extended counter space in the primary bathroom, complete with double sinks and under-sink storage. The backyard is the perfect spot to kick back with the included sitting area.Take it easy in the fenced-in backyard. A must-see! **** SAMPLE DATA ****","[""sample/IMG-CAR4220410_0.jpg"",""sample/IMG-CAR4220410_1.jpg"",""sample/IMG-CAR4220410_2.jpg"",""sample/IMG-CAR4220410_3.jpg"",""sample/IMG-CAR4220410_4.jpg"",""sample/IMG-CAR4220410_5.jpg"",""sample/IMG-CAR4220410_6.jpg"",""sample/IMG-CAR4220410_7.jpg"",""sample/IMG-CAR4220410_8.jpg"",""sample/IMG-CAR4220410_9.jpg"",""sample/IMG-CAR4220410_10.jpg"",""sample/IMG-CAR4220410_11.jpg"",""sample/IMG-CAR4220410_12.jpg"",""sample/IMG-CAR4220410_13.jpg"",""sample/IMG-CAR4220410_14.jpg"",""sample/IMG-CAR4220410_15.jpg"",""sample/IMG-CAR4220410_16.jpg"",""sample/IMG-CAR4220410_17.jpg"",""sample/IMG-CAR4220410_18.jpg"",""sample/IMG-CAR4220410_19.jpg"",""sample/IMG-CAR4220410_20.jpg"",""sample/IMG-CAR4220410_21.jpg""]",Whitney Hunt-Sailors,REDACTED,Opendoor Brokerage LLC,47:52.3,58:55.3
5,CAR4115238,A,Active Under Contract,CondoProperty,Sale,950000,,950000,2/1/2026 0:00,,Sc,16046,Reynolds,Drive,,Indian Land,SC,29707,,Bridgemill,34.980716,-80.871452,5,4,4039,2015,Single Family Residence,Residential,"**** SAMPLE DATA **** Welcome to this exquisite property boasting elegance, modern updates, open floor plan and is move-in ready! Updated kitchen features quartz counter tops, Italian marble back splash, oversized island and eat-in area flooded with natural light. A guest bedroom with full bath is located on the 1st floor, along with a private office, large family room, formal dining and two drop zones. The 2nd floor offers a primary bedroom, three additional bedrooms and bonus room. Uncover the potential of the third floor, offering 800 square feet of framed, plumbed space awaiting your finishing touches. Indulge in the backyard oasis featuring a deck and paved patio, perfect for outdoor gatherings. Smart Home technology, water filtration system, and lawn irrigation are among the perks to this home. This highly social neighborhood offers resort-style amenities including a clubhouse, two pools, fitness center, sports courts, and pocket parks. This property offers the perfect blend of luxury and lifestyle. **** SAMPLE DATA ****","[""sample/IMG-CAR4115238_0.jpg"",""sample/IMG-CAR4115238_1.jpg"",""sample/IMG-CAR4115238_2.jpg"",""sample/IMG-CAR4115238_3.jpg"",""sample/IMG-CAR4115238_4.jpg"",""sample/IMG-CAR4115238_5.jpg"",""sample/IMG-CAR4115238_6.jpg"",""sample/IMG-CAR4115238_7.jpg"",""sample/IMG-CAR4115238_8.jpg"",""sample/IMG-CAR4115238_9.jpg"",""sample/IMG-CAR4115238_10.jpg"",""sample/IMG-CAR4115238_11.jpg"",""sample/IMG-CAR4115238_12.jpg"",""sample/IMG-CAR4115238_13.jpg"",""sample/IMG-CAR4115238_14.jpg"",""sample/IMG-CAR4115238_15.jpg"",""sample/IMG-CAR4115238_16.jpg"",""sample/IMG-CAR4115238_17.jpg"",""sample/IMG-CAR4115238_18.jpg"",""sample/IMG-CAR4115238_19.jpg"",""sample/IMG-CAR4115238_20.jpg"",""sample/IMG-CAR4115238_21.jpg"",""sample/IMG-CAR4115238_22.jpg"",""sample/IMG-CAR4115238_23.jpg"",""sample/IMG-CAR4115238_24.jpg"",""sample/IMG-CAR4115238_25.jpg"",""sample/IMG-CAR4115238_26.jpg"",""sample/IMG-CAR4115238_27.jpg"",""sample/IMG-CAR4115238_28.jpg"",""sample/IMG-CAR4115238_29.jpg"",""sample/IMG-CAR4115238_30.jpg"",""sample/IMG-CAR4115238_31.jpg"",""sample/IMG-CAR4115238_32.jpg"",""sample/IMG-CAR4115238_33.jpg"",""sample/IMG-CAR4115238_34.jpg"",""sample/IMG-CAR4115238_35.jpg""]",Natalie Jinks,REDACTED,Coldwell Banker Realty,47:52.3,58:55.3
6,RTC2777516,A,Active,ResidentialProperty,Sale,945000,,959900,2/1/2026 0:00,,New,5913A,Maxon Ave,,,Nashville,TN,37209,US,Charlotte Park,36.1536774,-86.8650336,5,5,2897,2024,Horizontal Property Regime - Detached,Residential,"**** SAMPLE DATA **** Preferred lender credit up to 1% of purchase price with accepted offer. Luxury living and downtown city views! Welcome to this stunning modern home in the heart of Nashville, offering unparalleled city living with breathtaking downtown views from the expansive rooftop deck. This contemporary masterpiece boasts luxurious waterfall countertops, high ceilings, radiant heated floors, irrigation, laundry on every level and two spacious living areas for versatile living and entertaining.   Step outside to the rooftop oasis, where a stylish wet bar awaits, perfect for hosting guests or enjoying a relaxing evening under the stars with panoramic city vistas as your backdrop. This home seamlessly blends modern design with functionality, creating a truly unique living experience in a prime location.  Don't miss the opportunity to own this exceptional property that combines urban sophistication with the comforts of home. *USE OUR PREFERRED LENDER FOR A 3K LENDER CREDIT* **** SAMPLE DATA ****","[""sample/IMG-RTC2777516_0.jpg"",""sample/IMG-RTC2777516_1.jpg"",""sample/IMG-RTC2777516_2.jpg"",""sample/IMG-RTC2777516_3.jpg"",""sample/IMG-RTC2777516_4.jpg"",""sample/IMG-RTC2777516_5.jpg"",""sample/IMG-RTC2777516_6.jpg"",""sample/IMG-RTC2777516_7.jpg"",""sample/IMG-RTC2777516_8.jpg"",""sample/IMG-RTC2777516_9.jpg"",""sample/IMG-RTC2777516_10.jpg"",""sample/IMG-RTC2777516_11.jpg"",""sample/IMG-RTC2777516_12.jpg"",""sample/IMG-RTC2777516_13.jpg"",""sample/IMG-RTC2777516_14.jpg"",""sample/IMG-RTC2777516_15.jpg"",""sample/IMG-RTC2777516_16.jpg"",""sample/IMG-RTC2777516_17.jpg"",""sample/IMG-RTC2777516_18.jpg"",""sample/IMG-RTC2777516_19.jpg"",""sample/IMG-RTC2777516_20.jpg"",""sample/IMG-RTC2777516_21.jpg"",""sample/IMG-RTC2777516_22.jpg"",""sample/IMG-RTC2777516_23.jpg"",""sample/IMG-RTC2777516_24.jpg"",""sample/IMG-RTC2777516_25.jpg"",""sample/IMG-RTC2777516_26.jpg"",""sample/IMG-RTC2777516_27.jpg"",""sample/IMG-RTC2777516_28.jpg"",""sample/IMG-RTC2777516_29.jpg"",""sample/IMG-RTC2777516_30.jpg"",""sample/IMG-RTC2777516_31.jpg"",""sample/IMG-RTC2777516_32.jpg"",""sample/IMG-RTC2777516_33.jpg"",""sample/IMG-RTC2777516_34.jpg"",""sample/IMG-RTC2777516_35.jpg"",""sample/IMG-RTC2777516_36.jpg"",""sample/IMG-RTC2777516_37.jpg"",""sample/IMG-RTC2777516_38.jpg"",""sample/IMG-RTC2777516_39.jpg"",""sample/IMG-RTC2777516_40.jpg"",""sample/IMG-RTC2777516_41.jpg"",""sample/IMG-RTC2777516_42.jpg"",""sample/IMG-RTC2777516_43.jpg"",""sample/IMG-RTC2777516_44.jpg"",""sample/IMG-RTC2777516_45.jpg"",""sample/IMG-RTC2777516_46.jpg"",""sample/IMG-RTC2777516_47.jpg"",""sample/IMG-RTC2777516_48.jpg"",""sample/IMG-RTC2777516_49.jpg"",""sample/IMG-RTC2777516_50.jpg"",""sample/IMG-RTC2777516_51.jpg"",""sample/IMG-RTC2777516_52.jpg"",""sample/IMG-RTC2777516_53.jpg"",""sample/IMG-RTC2777516_54.jpg"",""sample/IMG-RTC2777516_55.jpg"",""sample/IMG-RTC2777516_56.jpg"",""sample/IMG-RTC2777516_57.jpg""]",Brian Richardson,REDACTED,Bradford Real Estate,47:52.3,58:55.3
7,CAR4106640,A,Active,CondoProperty,Sale,39500,,39500,2/1/2026 0:00,,New,32,Heritage Ridge,Road,,Burnsville,NC,28714,,Mountain Air,35.881158,-82.345974,,,,,Acreage,Land,"**** SAMPLE DATA **** This home site is about half way up the mountain at around 3900 feet elevation. It faces due east with a view of the Black Mountain range. The site is ready to build on with underground utilities, community well water and city sewer hook ups. This is located across the street from the Heritage Ridge park which has an outdoor fireplace and grills for cooking out any time. You can also access one of the hiking trails from this park. During the season, the neighbors all gather here for a social event on a weekly basis. This is priced to sell! 
Mountain Air is a gated community just 35 minutes from Asheville. All owners have access to 6 parks and 7 miles of hiking trails. Mountain Air Country Club is a private club at the top of the mountain with its own airstrip, golf, tennis, pickle ball courts, nature center, kids' day camp, golf shop, golf learning center and 3 dining choices, including the mountain market. The average daily temperature is 75° in the summer. **** SAMPLE DATA ****","[""sample/IMG-CAR4106640_0.jpg"",""sample/IMG-CAR4106640_1.jpg"",""sample/IMG-CAR4106640_2.jpg"",""sample/IMG-CAR4106640_3.jpg"",""sample/IMG-CAR4106640_4.jpg"",""sample/IMG-CAR4106640_5.jpg"",""sample/IMG-CAR4106640_6.jpg"",""sample/IMG-CAR4106640_7.jpg"",""sample/IMG-CAR4106640_8.jpg"",""sample/IMG-CAR4106640_9.jpg"",""sample/IMG-CAR4106640_10.jpg"",""sample/IMG-CAR4106640_11.jpg"",""sample/IMG-CAR4106640_12.jpg"",""sample/IMG-CAR4106640_13.jpg"",""sample/IMG-CAR4106640_14.jpg"",""sample/IMG-CAR4106640_15.jpg"",""sample/IMG-CAR4106640_16.jpg"",""sample/IMG-CAR4106640_17.jpg"",""sample/IMG-CAR4106640_18.jpg"",""sample/IMG-CAR4106640_19.jpg"",""sample/IMG-CAR4106640_20.jpg"",""sample/IMG-CAR4106640_21.jpg"",""sample/IMG-CAR4106640_22.jpg"",""sample/IMG-CAR4106640_23.jpg""]",Diane Vander Linden,REDACTED,WNC Mountain Realty Group LLC,47:52.3,58:55.3
8,CAR4212024,A,Active,ResidentialProperty,Sale,795000,,795000,2/1/2026 0:00,,New,11201,Idlewild,Road,,Matthews,NC,28105,,None,35.1561386,-80.7006374,3,3,3146,1962,Single Family Residence,Residential,"**** SAMPLE DATA **** Amazing opportunity to rehab ~ rebuild ~ develop! Several possibilities on this beautiful lot over 4.5 acres ~ HORSES ALLOWED! The sprawling ranch w/ finished basement would be an ideal rehab offering over 2100 SF on the main floor w/ an additional sun-room overlooking the beautiful open back yard w/ endless possibilities. With a finished walk out basement of over 1000SF the sky is the limit here!  Looking to keep family close? Divide the lot and add a second home.  Looking for a small development project? Remove the existing home and buildings and divide the lot into two or three lots and build to suit. While having a Matthews address, this home falls under Mint Hill's rules and regulations and Mint Hill building ordinances. With the convenience of nearby Mint Hill, Matthews, I-485, Independence Blvd and Uptown Charlotte, this location is ideal for several different uses. The residence is currently serviced by a septic system but sewer is available. **** SAMPLE DATA ****","[""sample/IMG-CAR4212024_0.jpg"",""sample/IMG-CAR4212024_1.jpg"",""sample/IMG-CAR4212024_2.jpg"",""sample/IMG-CAR4212024_3.jpg"",""sample/IMG-CAR4212024_4.jpg"",""sample/IMG-CAR4212024_5.jpg"",""sample/IMG-CAR4212024_6.jpg"",""sample/IMG-CAR4212024_7.jpg"",""sample/IMG-CAR4212024_8.jpg"",""sample/IMG-CAR4212024_9.jpg"",""sample/IMG-CAR4212024_10.jpg"",""sample/IMG-CAR4212024_11.jpg"",""sample/IMG-CAR4212024_12.jpg"",""sample/IMG-CAR4212024_13.jpg"",""sample/IMG-CAR4212024_14.jpg"",""sample/IMG-CAR4212024_15.jpg"",""sample/IMG-CAR4212024_16.jpg"",""sample/IMG-CAR4212024_17.jpg"",""sample/IMG-CAR4212024_18.jpg"",""sample/IMG-CAR4212024_19.jpg"",""sample/IMG-CAR4212024_20.jpg"",""sample/IMG-CAR4212024_21.jpg"",""sample/IMG-CAR4212024_22.jpg"",""sample/IMG-CAR4212024_23.jpg"",""sample/IMG-CAR4212024_24.jpg"",""sample/IMG-CAR4212024_25.jpg"",""sample/IMG-CAR4212024_26.jpg"",""sample/IMG-CAR4212024_27.jpg"",""sample/IMG-CAR4212024_28.jpg"",""sample/IMG-CAR4212024_29.jpg"",""sample/IMG-CAR4212024_30.jpg"",""sample/IMG-CAR4212024_31.jpg"",""sample/IMG-CAR4212024_32.jpg"",""sample/IMG-CAR4212024_33.jpg"",""sample/IMG-CAR4212024_34.jpg""]",Anna Granger,REDACTED,1st Choice Properties Inc,47:52.3,58:55.3
9,ACT1816448,A,Active,CondoProperty,Sale,375000,,395000,2/1/2026 0:00,,New,213,La Dera,DR,,Liberty Hill,TX,78642,US,Santa Rita Ranch South Sec 7A,30.651048,-97.848779,3,3,1798,2019,Single Family Residence,Residential,"**** SAMPLE DATA **** This gorgeous and updated home is ready for its next owner! As you enter, you are greeted by a stunning custom wall that sets the tone for the home's unique charm. The open concept living area features another custom wall, creating an elegant focal point. The spacious kitchen is equipped with stainless steel appliances and a large island, perfect for culinary creations and entertaining guests. Downstairs also features a beautifully modern half bath. You'll find all three bedrooms upstairs, providing a private retreat from the main living areas. The primary suite offers a luxurious tray ceiling complete with crown molding and an en-suite bathroom, ensuring convenience and comfort. The spacious game room upstairs offers endless possibilities for entertainment and relaxation. The upstairs hallway is adorned with a custom barn door leading to the laundry room, adding modern charm to its contemporary aesthetic. This home boasts numerous updates that enhance its charm and functionality. Recent upgrades include new carpet on the second floor in 2022 and a new garage door in 2023, ensuring a move-in-ready experience. Outside, the expansive backyard invites you to enjoy outdoor activities and gatherings. The playscape will convey and garden planters are ready for your vegetables or flowers! This home perfectly blends comfort and modern living, offering a refined lifestyle in a vibrant, active community. Located in the highly desirable Santa Rita Ranch, this award-winning resort-style community in Liberty Hill features an array of amenities, including pools, water slides, a dog park, playgrounds, splash pads, parks, miles of trails, and many planned social events throughout the year. It is within walking distance of Santa Rita Elementary School and the HUB amenity center. **** SAMPLE DATA ****","[""sample/IMG-ACT1816448_0.jpg"",""sample/IMG-ACT1816448_1.jpg"",""sample/IMG-ACT1816448_2.jpg"",""sample/IMG-ACT1816448_3.jpg"",""sample/IMG-ACT1816448_4.jpg"",""sample/IMG-ACT1816448_5.jpg"",""sample/IMG-ACT1816448_6.jpg"",""sample/IMG-ACT1816448_7.jpg"",""sample/IMG-ACT1816448_8.jpg"",""sample/IMG-ACT1816448_9.jpg"",""sample/IMG-ACT1816448_10.jpg"",""sample/IMG-ACT1816448_11.jpg"",""sample/IMG-ACT1816448_12.jpg"",""sample/IMG-ACT1816448_13.jpg"",""sample/IMG-ACT1816448_14.jpg"",""sample/IMG-ACT1816448_15.jpg"",""sample/IMG-ACT1816448_16.jpg"",""sample/IMG-ACT1816448_17.jpg"",""sample/IMG-ACT1816448_18.jpg"",""sample/IMG-ACT1816448_19.jpg"",""sample/IMG-ACT1816448_20.jpg"",""sample/IMG-ACT1816448_21.jpg"",""sample/IMG-ACT1816448_22.jpg"",""sample/IMG-ACT1816448_23.jpg"",""sample/IMG-ACT1816448_24.jpg"",""sample/IMG-ACT1816448_25.jpg"",""sample/IMG-ACT1816448_26.jpg"",""sample/IMG-ACT1816448_27.jpg"",""sample/IMG-ACT1816448_28.jpg"",""sample/IMG-ACT1816448_29.jpg"",""sample/IMG-ACT1816448_30.jpg"",""sample/IMG-ACT1816448_31.jpg"",""sample/IMG-ACT1816448_32.jpg""]",Stephanie Fischer,REDACTED,"Compass RE Texas, LLC",47:52.3,58:55.3
